track_id,user_id,title,album_title,artist,year,genre,song_checksum,image_checksum,song_path,image_path
71,86,Fitness Tracker with Heart Rate Monitor,Fitness Tracker with Heart Rate Monitor,Britteny Derks,2024,Jazz,edBD1166b54584e9ace226A4cDd5D2f5E4cfCB35d76B5Ea4ddCDDCfCdeCcee8f,F4deBaab938B61fbAec9CfD7CEbe0EbB73CDf0cd0eBAb87c5B2CC2aCeeDE55ec,/labores/magnosque/laudatum.wma,/adversarium/aliquem/convincere/deserunt.iso
72,61,Fashionable Fanny Pack,Fashionable Fanny Pack,Mortimer Virr,1998,Jazz,7BDA3D6d04ecFf8C35CC0E2Bdb8BdcaDAD7EbF6BB1e1fB3b1decaFc99b97dcDB,e3faAedeDbE7F9DC84916fC64Eb0420dDAda8D6fF87ceAEff5f4cadBFF1f90e6,/consequuntur/voluptates/quarum/virtutem.crt,/monstruosi/alii/autem/etiam/aut.odf
73,32,Smart Plant Monitor,Smart Plant Monitor,Adelice Vowdon,1988,Pop,bCaBFBfDbf40642EfDEDcaDAEe265c8bafdDCAFDDcdCCBFF4ABB753c8fAAE99b,9ADEcAbFda4D99e328afbeAbecAC3EbBe4beEb2faBaceFCBe417E4fabfAa0e1C,/expetendam/non/quia/voluptates/satis.jpeg,/tum/accusator/tum/iudex/multi/sit.mdf
74,30,Chili Powder,Chili Powder,Jdavie Habergham,1950,Blues,E5aAD9DaaFC0eBd39CB48ffEEF4cC42BABDDccca2AaeF2efDFE0f8EAaaFef45d,Ed19D4d400AB45A3eEeDaCA2BC609B8dA40c1cFBaD8c8Cca2BFa478ddBdebAaE,/affecta/quem/ad/in.txt,/possumus/animo/autem/tantopere.aspx
75,71,Vegetable Potstickers,Vegetable Potstickers,Tybalt Hawsby,1949,Rock,BAFFb8B1fAd2eACf169fe1a9cE038F6aCFd79aE6aAc5EAabd7d96AbFaaE326Ec,8E6A5CfD333b0D6A04BCeAC8c26abafeD8ba7A973dA5b0dce3AcacedD8de2f0f,/constantia/alii.crt,/illum/hosti/ipsa.gz
76,100,Garden Kneeler and Seat,Garden Kneeler and Seat,Augusto Guise,1949,Disco,2Dd7d1A4cd7EBe346AAE0B17a81dcf17c0f0A3fDDAfF1c7b5C461e3ECbFebad6,E89bFe2dbBbEB56eC7bEdcADBfaBC98D2D1cDFf04cae2A29DbBCed0ACEFbAcEe,/in/stoicis/legimus/tamen/.rar,/carere/et.rpm
77,93,Thai Green Curry Paste,Thai Green Curry Paste,Dennison MacCard,1919,Rock,Ce5a4bFB3307BD1becECCAb5aa8bFCcDc9eD11de35C576BA3cFfAc2a5dDFbADA,27a0E846140dCdb8C6BeCbEFF172eed5D6CFeA8c7e64A1b5d7A76Cf71Ad0A1cb,/afferat/eo.pub,/facilius/fieri/poterit/et/philosophorum.cmd
78,45,Buffalo Stilton Cheese,Buffalo Stilton Cheese,Jacob Hordle,1937,Folk,DaEACdA3F52b26756C76CC811f18CA0D35778bCf1bD0d2BA2eFaab2BDEFfAA0E,6DeDe4908EdD50C32E77ecCad8fd1BD9EF6bEbDb0C103efDbCAbd81ccC7d2DcE,/sermo/patrius/cum/idem/nec.p12,/est/aut/fastidii/delicatissimi/verissimum.txt
79,1,Wireless Security System,Wireless Security System,Mada Eckley,1902,Folk,E3EbAe6EF46Ff4eeBfd3FCCD6aC1CBEF5aFDcEa3a1eaBDa5bdfE8A1eAD4e0F07,8ad2aa8FBE7fbDdcdDBE1d75abbb807BaD1B6a1fDDBdf0AaFDf38BefDFDdA8Ec,/ego/dicam/voluptatem/iam/videtis/voluptas.mds,/ratio/ferri.bmp
80,35,Athletic Jogging Jacket,Athletic Jogging Jacket,Lane Birtwell,1971,Classical,aAFFaa3EEF7bfAbaa5Fdaf7aA5AeEbfFBdBa9DA25C1B459afce4bEbdf5f335EA,4EAbFa1dEe0DF33DfE0E9Ac8Cc7cfBDDBfe6AfAEab8FB2abB2aeeBCFae68c0b1,/ea/sed/fruenda/etiam/sapientia/notae.wma,/referri/ut/cum/voluptate/bene.p12
81,6,Reversible Swimming Pool Lounger,Reversible Swimming Pool Lounger,Jsandye Leatherland,2015,Metal,64BCF5aBfCC386De897BCd4FFE38aC92Ed8cb7A4ECfEFe10DeAbcC5977dBACde,aEDc824e50FFFD97E01BbAaFf60cf1e4Eda5aeE7AB7E1af58fAC025Cdfc2fe35,/ratione/compositis/quid/est/quod/metu.aspx,/mirari/est.xml
82,54,Beef Sirloin Steak,Beef Sirloin Steak,Frasco Goldsberry,1900,Folk,EfC96cEfFD7FFa25ECc45Ca60b1AAD3BC32bAabEcac6cCCDfDFcbAbb6D44a9eE,f680cbACE8ffBC8AFecF1366d6CCEDB7EaFd5BaFe66191ba53428fAbA71d6A5A,/enim/maxime/consuevit/honesta.bz2,/hoc/qui/mens.cfg
83,82,Kids Tablet,Kids Tablet,Marin Sarginson,1994,R&B,FFd8C3fE262780cc5Cfe0e9D75041d24aEE75BeAbC3dCadbBeDbafCc64CeFe6E,BaAFbfFdcC2ccD9D8fd3dcfFe7cbEe975651beFD8BCEccC3fFbF2dAdaF08C5Eb,/ut/terentianus/chremes/rem.conf,/optinere/si/effecerit/et/et.msh2
84,98,Portable Electric Fan,Portable Electric Fan,Siobhan Bedells,2028,Classical,364685BfF1Ad7FcFEe97cBAe71CBAd0EeFcBFDf7f6DBb7EffFBF0C022dd2D7dc,a7AA1ccceaD7a0aD8B8C4B6aDedaEBdacb4a6C1dDfFa9f7EAdC50Ab4EECb027a,/inducitur/finitas/habet/ratio.flac,/ea/voluptate/velit/dicent.html
85,76,Carrot Sticks,Carrot Sticks,Arlie Hallett,2024,Jazz,9ea6CFFF6acF68813EB7D28e3d3932156EaD7ADEfFFA76F335C6EBb3ab4d668a,c17Ee5e0bBd4E4a0eA6A24B2d5f4edbF3EB7DCf2AebAeB8EDdAEe12a9C8506A5,/voluptate/vivatur/quoniam/autem/iis.odt,/autem/legant.log
86,70,Pet Leash,Pet Leash,Orsa Lassells,2015,Blues,feECF7FeC6Fca6bAc6Dce06079AeAA7baBB7b6ed42E9FcE8fCfffeDeBb29FB0B,fad7d4ecb3EBDBB9abea2c5BCecEB5A9Baf3B29F6F6d47Ba5F20FEaB6FAd6d7a,/emancipaverat/ut/iudex.wav,/nihil/tum.jpg
87,11,Organic Blueberries,Organic Blueberries,Megen Rackley,2014,Disco,bEf19bDE802aCAc7Dfcec8861dda5c64F7cAEBEc403c40ef0ABADCeA4DAFF3Ca,a97fFB9fff5E4d8f7EfcEeaCa16E8ECADfF2FAaeF5fc5D9ea1aDdCee7F0Bd74C,/et/intereant/cotidie/videri.apk,/et/omni/dictum.jks
88,2,Leather Wallet,Leather Wallet,Timmie Vennings,1901,Metal,145c7c910bAAaCeb6EcB3dc1EE675698d94EFC89A15ACcfDd9BBdDBCeddaAa4A,ADCAEd7AcD6Ed3aCef74dD3BA433Fd98EF0AacEf104EdCeDB3ABf7EFFCAdF7F2,/et/refugiendi/et/omnino/rerum/aspernatur.xz,/ut/autem/a/facillimis/quantum.pfx
89,94,Canned Sardines,Canned Sardines,Johna Reeks,1983,Hip-hop,dA1B9EB0a8Dbd3fFb4CD9c63d1Df73DAAe340aeB93AA0fEECba94bC2Ffb2cfDD,e5FEDEf5b8c7Fc1Df2a2bfA873cD70Fd09Cc2dfB33BBAdcEdDcfCDA17e06B93f,/ea/facere/quibus.odp,/docere/sic/exercitus.aac
90,8,Peanut Butter Chocolate Chip Bars,Peanut Butter Chocolate Chip Bars,Selinda McQuilliam,2020,Rock,2Ab2bBcbEEA1DEff889E7DAD7bbbcDEbAB3Da9AaA258aBcfe4a72bDA9eac24e2,6d9acbCfCEAF3FAE50bAEd7AF5F4aCb5E88CdBbbcAEAE9CF3bEEaCCACeD692DE,/si/ita/res/quippiam.dbx,/superstitione/liberamur/mortis/euripidis.exe
91,24,Gardening Fairy Figurines,Gardening Fairy Figurines,Sadella Stockill,1914,Electronic,e328Be6a16D7Bb17FcAaCCDc09Ebbb0aEc7168dD97dDfCcefFEb6DBF79a31EdD,ddEBE772fAc47EDadABDAB8D7fAbaaE1F74b5B8faBDa3B3Dcb5BDab781acdAa2,/has/optari/quia/voluptatem/iustitia/quibus.rtf,/infanti/aut/inpotenti/iniuste/facta/successionem.mdb
92,34,Maple Cinnamon Granola Bars,Maple Cinnamon Granola Bars,Mira Marco,1965,Hip-hop,D6Cf9bB73FAdBA9C82fcDE84FCC3dCeADfCdDA7DDae45cEaD8BeB2debDe7C7bb,7C3faBdeD1aBEEBFfcb8daF7D0CEC9Cf6dfaeedCe2bD50748a2Bc4ECFdEf6aEe,/fruuntur/sed/etiam/est.csv,/videretur/cum/omni/dolore/ad.scf
93,57,Self-Massaging Pillow,Self-Massaging Pillow,Clerc Gowdie,1968,Pop,82ED3eAfF43ff08C4b7B3b35219D709AfaAF1FbE96de3C81ecdDfFeAB39f95F4,c7bBa5f21FC3ABAc96Eeb01b7Cbde1298AFfadAE3Cc1b8eEcDBdDaf0efeb8AD4,/ut/ad/orestem/pervenias/a.htm,/familias/evertunt/dicant.pub
94,33,Multi-Layer Food Steamer,Multi-Layer Food Steamer,Angelia Jiroutka,2028,Electronic,CecECf1fCeeEC7dEE8FF7DC3C8eEf4BF5dcAbA0Ef59bfaAEA9e2DC8Fcf437Bdc,e5c6fc9AbeEaEBdaFEA75a50A3d03cA2EdDD4252dafe7a3ECafDaa8FEFda9cEc,/enim/cupiditates/et.bz2,/vitam/omnem/perturbari/aut.img
95,29,Kale Chips,Kale Chips,Jermaine Battany,1974,Hip-hop,DE5a7e7AE6C0b63F2caffFdcefEAfA0822BBFD7F4fCE954FAaEdb4Fb2caf8E51,Da1a5Cada8faeAFA53CDc7d2c204e29fC81DeBfAfe7b0bd29D8E8bFa8dfCcCb4,/studium/deinde/aut.iso,/in/nostris/minus.scf
96,27,Cold Brew Coffee Maker,Cold Brew Coffee Maker,Brunhilda Delue,1914,Rock,eaCc762eCEF26e3AcFbAd6eaBbA33baDF9AA8AecBDDea952e04C3f5bcEf32B89,24d7BcdCeBCbBad3C98CBE6A3ECDdC41B7EaaeEcD4f79CDBff8BE2Fa76fFAa99,/cupio/quid/non/ipsa.vcd,/pervenias/profectus/a/theseo/sunt.htm
97,72,Ribbed Knit Dress,Ribbed Knit Dress,Ilyse Hodgins,1912,Folk,4eadEEAAC7EfB76cB4E7Ed25fEE5aD9C53ac1Fee8CFC1ADcCb9Bc8F20AfA65d2,ABAFbCd670FbebfEbF4D3c1D02CBC8E7BAF92bcBebb1ebDEAB1dbdD5adDD57f8,/turbulentaeque/sit.htm,/placeat/moderatius/tamen/id/confidet/maxime.xml
98,22,Baby Monitor,Baby Monitor,Kerr Simoncini,1952,Country,95FAC73abD2BF372efbea2d5eCd175ACd7F3debAC2B9EbFfe61addB34ab53EDF,eECCf3017eC051C469Dca8eD2c4c02C6BDA3e868aD8c0abdc8FCCFEc6eDbe29f,/vi/sua/atque/natura/erroribus.aac,/prorsus/inquit/eius.yaml
99,74,Sliced Cucumbers,Sliced Cucumbers,Emmott Mougeot,1989,Classical,AaF6DbD9FE90Bcfb0fccFABCf8022eafAdc791DcdbbCdb1ee3C1FED3Dfb694b0,BDe53cA0F537Eb4EeeCFbd4aaCB4aB3D4dDEe0dFacaDf22b7e3f220E1dF424d9,/moribus/neque.lnk,/institutionem/omnino/amicitiae/hoc.desktop
100,41,Pumpkin Pie Spice,Pumpkin Pie Spice,Lezley Velti,2028,Pop,fcdB0F36EeE6Fcdb2f38B4cCBD8bbA237f6d8614D9b7e2FA4fdAE1FeB7fc19C4,Dc0AEDedcAfBEdAeAF2ee5e7D1ECcedCf2a7F9cEC3EbDAc0bEBCe8D6bdacD8D2,/incursione/natura.tsv,/et/epicurus.cer
